remap_userid	remap_locationid	rate	latitude	longtitude
386	999	1	39.755320000000005	-105.009524
386	1476	1	39.74044	-104.97176499999999
386	830	1	39.861655999999996	-104.673177
386	1498	1	39.754373	-104.990778
386	831	1	39.753904999999996	-104.98841200000001
386	586	1	39.753341	-104.99377700000001
386	437	2	39.763069	-105.00560700000001
386	157	1	40.016203000000004	-105.28176299999998
386	893	1	40.017297	-105.282772
386	315	1	39.750048	-104.999835
386	433	1	39.752531	-104.996751
386	1046	1	39.719415999999995	-104.956124
386	1033	1	39.750328	-105.001671
386	1416	2	39.745948	-104.997272
387	1469	1	38.846224	-77.306373
387	1427	8	37.973535	-122.53108700000001
387	1467	2	37.774929	-122.41941499999999
387	1400	11	38.297137	-122.285529
387	570	4	39.529633000000004	-119.81380300000001
387	975	1	39.640264	-106.374195
387	1115	3	40.167207	-105.101928
387	1294	1	39.979607	-105.20385800000001
387	692	13	38.578796999999994	-122.579705
387	823	1	41.921738	-87.712336
387	1061	312	39.920541	-105.08665
387	571	3	39.758974	-105.010853
387	759	1	39.739154	-104.984703
387	1141	1	38.610465999999995	-122.869161
387	500	1	34.052234000000006	-118.24368500000001
387	1402	1	37.618889	-122.375
387	365	1	41.823989000000005	-71.412834
387	1452	1	38.581571999999994	-121.4944
387	597	1	40.760779	-111.891047
387	1366	64	40.014986	-105.270546
387	805	3	39.889447	-105.070399
387	600	2	38.440467	-122.714431
387	919	2	37.616781	-122.384005
387	193	1	40.016535	-105.282058
387	157	3	40.016203000000004	-105.28176299999998
387	368	4	40.017754	-105.282728
387	970	4	40.019135999999996	-105.27748700000001
387	859	3	40.016804	-105.280376
387	673	1	39.713571	-104.98795700000001
387	176	1	35.671944	51.424444
387	1403	1	39.704709	-105.081373
387	295	1	40.021358	-105.262666
387	1484	4	39.886782000000004	-105.074592
387	894	2	40.015413	-105.277423
387	830	2	39.861655999999996	-104.673177
387	831	4	39.753904999999996	-104.98841200000001
387	482	4	39.785236	-104.891552
387	1446	11	40.019134	-105.27542700000001
387	1311	1	41.960922	12.798884
387	346	2	39.744623	-104.998476
387	1473	1	40.016488	-105.28199
387	1396	2	40.0178	-105.280851
387	22	1	40.016883	-105.25612
387	332	1	39.689705	-104.98038100000001
387	627	4	40.018023	-105.280847
387	887	4	39.737604	-104.98948899999999
387	111	5	39.736858000000005	-104.99074499999999
387	1378	1	40.01657	-105.281768
387	654	3	40.007746999999995	-105.269752
387	1050	3	40.018910999999996	-105.27516999999999
387	147	2	40.015935	-105.27928
387	910	3	39.753628000000006	-104.998425
387	438	5	40.018774	-105.276323
387	557	2	36.121621000000005	-115.168967
387	360	3	40.017351	-105.277349
387	695	1	40.017520000000005	-105.283308
387	236	10	39.748625	-105.00761399999999
387	787	2	39.930143	-105.135469
388	257	17	40.015409999999996	-105.205991
388	157	10	40.016203000000004	-105.28176299999998
388	1268	9	39.984108	-105.24928100000001
388	717	20	40.017068	-105.28541000000001
388	1050	43	40.018910999999996	-105.27516999999999
388	695	10	40.017520000000005	-105.283308
388	987	2	39.780487	-104.96976000000001
388	973	17	40.017802	-105.281906
388	1200	4	40.016906	-105.28318700000001
388	754	1	40.020492	-105.26729499999999
388	797	7	40.016501	-105.26219099999999
388	1463	3	40.020122	-105.250681
388	1366	54	40.014986	-105.270546
388	715	3	40.008998	-105.276246
388	177	13	40.017525	-105.25613999999999
388	855	2	40.01695	-105.280801
388	519	8	40.012599	-105.25498700000001
388	1225	26	40.024072	-105.25606299999998
388	970	3	40.019135999999996	-105.27748700000001
388	1257	5	39.736823	-104.984326
388	627	10	40.018023	-105.280847
388	930	4	40.017144	-105.278326
388	1528	3	40.224578	-105.267527
388	1473	2	40.016488	-105.28199
388	1253	3	40.059253000000005	-105.282105
388	419	1	39.753721999999996	-104.995575
388	438	5	40.018774	-105.276323
388	1071	10	40.016232	-105.284228
388	1120	1	40.017262	-105.25468799999999
388	708	1	40.01696	-105.28084199999999
388	22	2	40.016883	-105.25612
388	193	1	40.016535	-105.282058
388	41	3	40.001204	-105.262689
388	759	1	39.739154	-104.984703
388	788	1	39.714804	-104.946141
388	9	1	40.016858	-105.281247
388	1114	1	40.019603000000004	-105.273155
388	1472	1	40.017514	-105.280251
388	783	7	40.007881	-105.26953799999998
388	1395	3	39.716446999999995	-104.987583
388	729	1	39.65764	-104.988023
388	654	11	40.007746999999995	-105.269752
388	81	1	39.718025	-104.95325700000001
388	118	2	35.876409	-78.79020799999999
388	964	8	39.878664	-104.682105
388	779	1	39.75083	-105.00009299999999
388	505	2	37.615223	-122.389979
388	652	1	37.61476	-122.39188
388	914	1	40.018728	-105.279265
388	286	1	40.016597	-105.282452
388	1306	1	40.019427	-105.27920400000001
388	1468	1	39.718264000000005	-104.957939
388	920	2	32.7319	-117.19731200000001
388	273	1	40.016785999999996	-105.280555
388	1486	2	40.017112	-105.28323200000001
388	236	1	39.748625	-105.00761399999999
388	893	1	40.017297	-105.282772
388	1356	3	40.018662	-105.27622
388	1346	1	40.008671	-105.277178
388	1295	2	40.057736	-105.282105
389	855	1	40.01695	-105.280801
389	1011	1	40.018023	-105.280847
389	970	1	40.019135999999996	-105.27748700000001
389	244	1	39.745321000000004	-104.99718700000001
389	1200	2	40.016906	-105.28318700000001
389	1239	1	40.021846999999994	-105.258899
389	1396	1	40.0178	-105.280851
389	914	1	40.018728	-105.279265
389	1366	17	40.014986	-105.270546
389	783	1	40.007881	-105.26953799999998
389	1463	1	40.020122	-105.250681
389	1283	2	40.019325	-105.2745
389	410	1	40.01786	-105.28163300000001
389	368	2	40.017754	-105.282728
389	890	1	40.025406	-105.28203500000001
389	973	1	40.017802	-105.281906
389	454	3	39.74334	-104.96299499999999
389	1326	3	40.018076	-105.27752
389	483	1	36.08685	-115.145941
389	1374	1	36.104826	-115.16758600000001
389	547	1	40.016985	-105.280634
389	567	3	40.018865000000005	-105.278907
390	1366	56	40.014986	-105.270546
390	759	15	39.739154	-104.984703
390	445	2	37.354108000000004	-121.95523600000001
390	830	2	39.861655999999996	-104.673177
390	702	1	40.77725	-73.87261099999999
390	810	5	40.714269	-74.005973
390	964	1	39.878664	-104.682105
390	1250	1	37.616602	-122.404417
390	1467	3	37.774929	-122.41941499999999
390	818	1	39.704987	-104.93359
390	647	1	39.836653000000005	-105.037205
390	150	2	39.920541	-104.865808
390	91	1	30.259376	-97.71889300000001
390	465	30	30.267153000000004	-97.743061
390	872	1	37.520215	-122.275801
390	1448	12	37.339386	-121.89495500000001
390	836	1	37.386052	-122.083851
391	1071	2	40.016232	-105.284228
391	1050	1	40.018910999999996	-105.27516999999999
391	421	1	40.013828000000004	-105.280026
391	1356	5	40.018662	-105.27622
391	1446	1	40.019134	-105.27542700000001
391	360	1	40.017351	-105.277349
391	894	1	40.015413	-105.277423
391	218	2	38.953381	-77.447712
391	964	3	39.878664	-104.682105
391	890	1	40.025406	-105.28203500000001
391	647	1	39.836653000000005	-105.037205
391	1436	1	28.412803999999998	-81.310106
391	663	1	40.018861	-105.278927
392	193	3	40.016535	-105.282058
392	1472	3	40.017514	-105.280251
392	237	9	40.018289	-105.27756799999999
392	1446	30	40.019134	-105.27542700000001
392	232	5	39.838770000000004	-104.67181
392	1498	2	39.754373	-104.990778
392	862	5	40.017249	-105.283166
392	117	11	40.017492	-105.278085
392	769	3	39.848233	-104.675031
392	1200	9	40.016906	-105.28318700000001
392	970	3	40.019135999999996	-105.27748700000001
392	1239	1	40.021846999999994	-105.258899
392	855	13	40.01695	-105.280801
392	309	2	40.017590999999996	-105.28098999999999
392	663	1	40.018861	-105.278927
392	973	4	40.017802	-105.281906
392	715	2	40.008998	-105.276246
392	438	1	40.018774	-105.276323
392	613	1	40.01815	-105.278925
392	368	2	40.017754	-105.282728
392	157	2	40.016203000000004	-105.28176299999998
392	177	2	40.017525	-105.25613999999999
392	1071	3	40.016232	-105.284228
392	978	5	40.017842	-105.28171599999999
392	812	8	40.019402	-105.27941100000001
392	9	11	40.016858	-105.281247
392	930	1	40.017144	-105.278326
392	1011	5	40.018023	-105.280847
392	609	4	39.756432000000004	-104.994352
392	51	3	40.01762	-105.280826
392	1050	5	40.018910999999996	-105.27516999999999
392	295	7	40.021358	-105.262666
392	360	1	40.017351	-105.277349
392	1356	2	40.018662	-105.27622
392	1366	4	40.014986	-105.270546
392	684	3	40.019003999999995	-105.278678
392	257	2	40.015409999999996	-105.205991
392	1346	6	40.008671	-105.277178
392	783	12	40.007881	-105.26953799999998
392	1236	2	40.017416	-105.28073300000001
392	673	1	39.713571	-104.98795700000001
392	147	1	40.015935	-105.27928
392	508	1	40.016637	-105.21862800000001
392	519	6	40.012599	-105.25498700000001
392	226	2	30.202633000000002	-97.668146
392	945	3	30.265065000000003	-97.738623
392	349	1	30.266370000000002	-97.737705
392	392	2	30.268132	-97.749996
392	807	2	30.265994	-97.74221800000001
392	748	12	30.264941999999998	-97.738978
392	756	1	37.029869	-76.34522199999999
392	465	1	30.267153000000004	-97.743061
392	1494	2	30.267434	-97.74136800000001
392	1349	1	30.265603999999996	-97.740872
392	872	1	37.520215	-122.275801
392	141	2	30.270048	-97.736111
392	171	10	30.262203999999997	-97.739666
392	1040	2	30.266861	-97.745471
392	1328	1	30.267224	-97.740785
392	763	1	30.262214	-97.738947
392	887	1	39.737604	-104.98948899999999
392	273	1	40.016785999999996	-105.280555
392	754	1	40.020492	-105.26729499999999
392	654	5	40.007746999999995	-105.269752
392	1012	1	40.038629	-105.371668
392	1060	1	40.01763	-105.278292
392	1486	2	40.017112	-105.28323200000001
392	90	1	39.930312	-105.13491100000002
392	910	1	39.753628000000006	-104.998425
392	554	1	40.016987	-105.263281
392	759	1	39.739154	-104.984703
392	1509	3	40.007253999999996	-105.26981599999999
393	1303	1	33.9425	-118.40722199999999
393	1071	9	40.016232	-105.284228
393	541	1	40.020052	-105.277798
393	978	5	40.017842	-105.28171599999999
393	421	1	40.013828000000004	-105.280026
393	1200	3	40.016906	-105.28318700000001
393	970	3	40.019135999999996	-105.27748700000001
393	973	2	40.017802	-105.281906
393	117	5	40.017492	-105.278085
393	1253	2	40.059253000000005	-105.282105
393	862	2	40.017249	-105.283166
393	1283	2	40.019325	-105.2745
393	1236	5	40.017416	-105.28073300000001
393	964	1	39.878664	-104.682105
393	157	3	40.016203000000004	-105.28176299999998
393	309	3	40.017590999999996	-105.28098999999999
393	193	4	40.016535	-105.282058
393	670	2	39.740164	-104.94843700000001
393	147	1	40.015935	-105.27928
393	1445	5	40.018759	-105.27704299999999
393	1356	17	40.018662	-105.27622
393	1011	3	40.018023	-105.280847
393	360	1	40.017351	-105.277349
393	738	1	40.017638	-105.281679
393	914	1	40.018728	-105.279265
393	85	1	40.016352000000005	-105.258794
393	51	1	40.01762	-105.280826
393	237	2	40.018289	-105.27756799999999
393	715	2	40.008998	-105.276246
393	783	7	40.007881	-105.26953799999998
393	684	2	40.019003999999995	-105.278678
393	1295	1	40.057736	-105.282105
393	1395	3	39.716446999999995	-104.987583
393	975	2	39.640264	-106.374195
393	855	1	40.01695	-105.280801
393	1506	1	37.7955	-122.3937
393	639	1	37.78247	-122.407781
393	554	3	40.016987	-105.263281
393	410	1	40.01786	-105.28163300000001
393	613	3	40.01815	-105.278925
393	1050	2	40.018910999999996	-105.27516999999999
393	1060	1	40.01763	-105.278292
393	654	2	40.007746999999995	-105.269752
393	90	1	39.930312	-105.13491100000002
393	787	1	39.930143	-105.135469
393	1473	1	40.016488	-105.28199
393	246	1	39.481654	-106.038352
393	859	1	40.016804	-105.280376
393	1028	1	39.481874	-106.06676000000002
393	1446	1	40.019134	-105.27542700000001
393	438	1	40.018774	-105.276323
393	22	1	40.016883	-105.25612
393	769	1	39.848233	-104.675031
393	1509	1	40.007253999999996	-105.26981599999999
393	1366	26	40.014986	-105.270546
393	1061	8	39.920541	-105.08665
393	307	3	36.174971	-115.13722299999999
393	886	4	21.306944	-157.85833300000002
393	1115	2	40.167207	-105.101928
393	759	3	39.739154	-104.984703
393	140	1	39.977763	-105.13193000000001
394	909	2	40.017583	-105.28266399999998
394	1050	6	40.018910999999996	-105.27516999999999
394	1253	1	40.059253000000005	-105.282105
394	797	1	40.016501	-105.26219099999999
394	970	1	40.019135999999996	-105.27748700000001
394	51	1	40.01762	-105.280826
394	914	1	40.018728	-105.279265
394	738	1	40.017638	-105.281679
394	830	1	39.861655999999996	-104.673177
394	783	4	40.007881	-105.26953799999998
394	684	1	40.019003999999995	-105.278678
394	1011	2	40.018023	-105.280847
394	1356	1	40.018662	-105.27622
394	754	1	40.020492	-105.26729499999999
394	421	1	40.013828000000004	-105.280026
394	1120	1	40.017262	-105.25468799999999
394	1366	5	40.014986	-105.270546
398	1232	12	39.716439	-104.98762099999999
398	617	1	39.719384000000005	-104.954853
398	704	3	39.727447	-104.98322900000001
398	462	6	39.753861	-104.99541
398	1235	4	39.848233	-104.675031
398	970	3	40.019135999999996	-105.27748700000001
398	1071	1	40.016232	-105.284228
398	1429	2	39.743247	-104.962952
398	1366	43	40.014986	-105.270546
398	786	1	48.85341	2.3488
398	1011	3	40.018023	-105.280847
398	779	2	39.75083	-105.00009299999999
398	419	1	39.753721999999996	-104.995575
398	843	1	39.748093	-104.99888999999999
398	1	6	39.740396000000004	-104.975265
398	262	1	39.753341	-104.992075
398	1476	2	39.74044	-104.97176499999999
398	729	3	39.65764	-104.988023
398	812	2	40.019402	-105.27941100000001
398	893	1	40.017297	-105.282772
398	1257	3	39.736823	-104.984326
398	236	3	39.748625	-105.00761399999999
398	783	4	40.007881	-105.26953799999998
398	993	1	34.096676	-117.719779
398	605	2	39.753723	-104.992093
398	320	6	39.758015	-105.011242
398	1200	1	40.016906	-105.28318700000001
398	1279	1	39.75213	-105.004088
398	1397	1	39.747863	-104.999696
398	1017	1	39.776639	-105.043361
398	315	1	39.750048	-104.999835
398	354	1	39.748508	-105.00007
398	1139	1	39.76201	-105.01621599999999
398	910	1	39.753628000000006	-104.998425
398	946	1	39.758711	-104.989189
398	1527	1	39.00027	-105.50083300000001
398	1001	1	39.740184	-104.948384
398	759	15	39.739154	-104.984703
398	1105	3	38.971669	-95.23525
398	1284	2	39.6773	-105.194
398	323	1	39.75434	-104.99427299999999
398	1162	2	39.757712	-105.010947
398	609	2	39.756432000000004	-104.994352
398	614	1	39.753582	-104.99401200000001
398	229	1	39.761949	-105.034935
398	395	2	39.553877	-104.969426
398	244	1	39.745321000000004	-104.99718700000001
398	40	3	39.74389	-104.99037299999999
398	1365	2	32.783056	-96.806667
400	1197	2	39.802764	-105.087484
400	1420	1	38.627272999999995	-90.197889
400	514	1	35.045629999999996	-85.30968
400	575	1	33.748995	-84.387982
400	424	1	41.978603	-87.904841
400	964	1	39.878664	-104.682105
400	484	1	39.751425	-105.000289
400	594	1	39.75557	-104.98901000000001
400	783	3	40.007881	-105.26953799999998
400	246	3	39.481654	-106.038352
400	117	1	40.017492	-105.278085
400	1446	2	40.019134	-105.27542700000001
400	1207	1	39.74044	-104.97176499999999
400	1490	1	39.740475	-105.071118
400	1366	11	40.014986	-105.270546
400	978	1	40.017842	-105.28171599999999
400	40	1	39.74389	-104.99037299999999
400	273	1	40.016785999999996	-105.280555
400	323	1	39.75434	-104.99427299999999
400	983	1	39.755542999999996	-105.2211
400	395	1	39.553877	-104.969426
401	1356	2	40.018662	-105.27622
401	360	5	40.017351	-105.277349
401	51	1	40.01762	-105.280826
401	783	1	40.007881	-105.26953799999998
401	1445	3	40.018759	-105.27704299999999
401	1506	1	37.7955	-122.3937
401	964	2	39.878664	-104.682105
401	90	1	39.930312	-105.13491100000002
401	1509	3	40.007253999999996	-105.26981599999999
401	978	1	40.017842	-105.28171599999999
401	505	3	37.615223	-122.389979
401	309	1	40.017590999999996	-105.28098999999999
401	162	1	39.7435	-104.980177
401	787	1	39.930143	-105.135469
401	1306	1	40.019427	-105.27920400000001
401	1269	1	39.838051	-104.709423
401	652	1	37.61476	-122.39188
401	1326	2	40.018076	-105.27752
401	627	1	40.018023	-105.280847
401	609	1	39.756432000000004	-104.994352
401	759	1	39.739154	-104.984703
401	567	1	40.018865000000005	-105.278907
401	1430	1	40.017492	-105.278085
401	41	1	40.001204	-105.262689
401	1366	1	40.014986	-105.270546
401	1095	1	40.018776	-105.277477
403	342	1	30.266337	-97.744646
403	802	1	34.046399	-118.44813500000001
403	926	2	33.766962	-118.18923500000001
403	1178	1	33.585389	-84.436038
403	836	1	37.386052	-122.083851
403	1467	4	37.774929	-122.41941499999999
403	1312	3	30.627977	-96.334407
403	465	2	30.267153000000004	-97.743061
403	17	1	32.96179	-96.82916800000001
403	1365	3	32.783056	-96.806667
403	1015	1	33.214841	-97.13306800000001
403	91	1	30.259376	-97.71889300000001
404	830	6	39.861655999999996	-104.673177
404	921	1	30.267125	-97.736108
404	1098	1	30.265056	-97.749454
404	1356	1	40.018662	-105.27622
404	360	2	40.017351	-105.277349
404	887	1	39.737604	-104.98948899999999
404	633	1	40.017193	-105.283252
404	505	4	37.615223	-122.389979
404	1413	3	37.600747	-122.38237600000001
404	152	1	37.770011	-122.42224499999999
404	769	1	39.848233	-104.675031
404	1050	1	40.018910999999996	-105.27516999999999
404	1509	3	40.007253999999996	-105.26981599999999
404	1253	1	40.059253000000005	-105.282105
404	787	4	39.930143	-105.135469
404	865	4	40.017286999999996	-105.254667
404	973	1	40.017802	-105.281906
404	894	1	40.015413	-105.277423
404	613	1	40.01815	-105.278925
404	978	2	40.017842	-105.28171599999999
404	309	1	40.017590999999996	-105.28098999999999
404	90	1	39.930312	-105.13491100000002
404	1346	2	40.008671	-105.277178
404	749	1	39.983041	-105.249302
404	1061	3	39.920541	-105.08665
404	654	4	40.007746999999995	-105.269752
404	1493	2	39.746365999999995	-105.00746299999999
404	846	1	39.725371	-104.972601
404	801	2	41.978563	-87.901799
404	881	1	39.762352	-104.98236599999998
404	1283	1	40.019325	-105.2745
404	142	2	33.944066	-118.408294
404	974	3	47.500274	-100.00068
404	1168	1	36.080055	-115.15225
404	759	1	39.739154	-104.984703
404	1473	1	40.016488	-105.28199
405	491	4	33.502109000000004	-111.99551399999999
405	1185	1	33.339501	-111.96952900000001
405	1172	1	33.449116	-112.072884
405	932	2	34.019453999999996	-118.49119099999999
405	11	2	33.448377	-112.074037
405	165	1	39.743639	-104.99035400000001
405	586	1	39.753341	-104.99377700000001
405	617	3	39.719384000000005	-104.954853
405	246	3	39.481654	-106.038352
405	855	1	40.01695	-105.280801
405	654	2	40.007746999999995	-105.269752
405	759	4	39.739154	-104.984703
405	353	1	26.142035999999997	-81.79481
405	374	4	28.538334999999996	-81.379237
405	338	4	29.210815000000004	-81.02283299999999
405	1366	6	40.014986	-105.270546
405	567	2	40.018865000000005	-105.278907
405	1002	1	39.952335	-75.16378900000001
405	623	1	39.574431	-106.09751999999999
406	586	1	39.753341	-104.99377700000001
406	654	1	40.007746999999995	-105.269752
406	627	2	40.018023	-105.280847
406	704	1	39.727447	-104.98322900000001
406	320	1	39.758015	-105.011242
406	432	1	39.743505	-105.01723700000001
406	273	1	40.016785999999996	-105.280555
406	909	1	40.017583	-105.28266399999998
406	368	1	40.017754	-105.282728
406	759	7	39.739154	-104.984703
406	374	1	28.538334999999996	-81.379237
406	1115	5	40.167207	-105.101928
406	1366	14	40.014986	-105.270546
406	617	1	39.719384000000005	-104.954853
406	1453	1	39.755381	-104.996633
406	323	1	39.75434	-104.99427299999999
406	1061	2	39.920541	-105.08665
406	647	1	39.836653000000005	-105.037205
406	420	1	40.01574	-105.27923899999999
406	423	1	39.756510999999996	-104.994146
410	725	4	42.365646999999996	-71.108322
410	596	2	37.548116	-77.446747
410	706	2	28.750541	-82.500098
410	1265	1	35.500694	-80.00032399999999
410	1501	2	40.167056	-74.499875
410	810	2	40.714269	-74.005973
410	1360	1	41.308153000000004	-72.928158
410	365	30	41.823989000000005	-71.412834
410	650	2	42.358431	-71.05977299999999
410	1168	1	36.080055	-115.15225
410	570	7	39.529633000000004	-119.81380300000001
410	1467	1	37.774929	-122.41941499999999
410	1190	1	37.250225	-119.75126399999999
410	1386	2	41.785971999999994	-87.752416
410	226	3	30.202633000000002	-97.668146
410	661	2	30.268401	-97.736078
410	761	10	30.263671000000002	-97.741962
410	465	4	30.267153000000004	-97.743061
410	935	4	30.26485	-97.741157
410	748	13	30.264941999999998	-97.738978
410	1349	5	30.265603999999996	-97.740872
410	872	1	37.520215	-122.275801
410	485	2	30.268590999999997	-97.74566899999999
410	1328	1	30.267224	-97.740785
410	686	2	30.19465	-97.669962
410	662	4	33.641289	-84.44225300000001
410	1399	3	42.361398	-71.01350500000001
410	509	3	25.774266	-80.193659
410	124	1	35.877638	-78.787472
411	575	22	33.748995	-84.387982
411	1467	7	37.774929	-122.41941499999999
411	810	4	40.714269	-74.005973
411	448	1	33.639975	-84.44403199999999
411	722	6	41.98012	-87.906247
411	486	2	41.981619	-87.909277
411	759	7	39.739154	-104.984703
411	1366	41	40.014986	-105.270546
411	150	2	39.920541	-104.865808
411	1115	6	40.167207	-105.101928
412	41	2	40.001204	-105.262689
412	1109	1	39.74044	-104.97176499999999
412	645	1	33.944066	-118.408294
412	964	2	39.878664	-104.682105
412	774	2	39.746365999999995	-105.00746399999998
412	797	1	40.016501	-105.26219099999999
412	960	1	40.024346	-105.28241299999999
412	505	1	37.615223	-122.389979
412	908	1	39.746179999999995	-104.995574
412	627	1	40.018023	-105.280847
412	1445	3	40.018759	-105.27704299999999
412	1050	1	40.018910999999996	-105.27516999999999
412	978	1	40.017842	-105.28171599999999
412	181	1	39.743592	-104.99373100000001
412	1199	1	37.453827000000004	-122.18218700000001
412	1467	1	37.774929	-122.41941499999999
412	1236	1	40.017416	-105.28073300000001
412	855	4	40.01695	-105.280801
412	1364	7	39.753362	-104.99256100000001
412	1200	2	40.016906	-105.28318700000001
412	1430	2	40.017492	-105.278085
413	830	2	39.861655999999996	-104.673177
413	606	1	35.220969000000004	-80.944215
413	1509	2	40.007253999999996	-105.26981599999999
413	145	1	40.051117	-105.207793
413	806	2	47.606209	-122.332071
413	1326	1	40.018076	-105.27752
413	246	1	39.481654	-106.038352
413	1292	3	40.017751000000004	-105.282748
413	561	1	40.017842	-105.28171599999999
413	1366	3	40.014986	-105.270546
413	41	1	40.001204	-105.262689
414	647	79	39.836653000000005	-105.037205
414	759	91	39.739154	-104.984703
414	1061	33	39.920541	-105.08665
414	1467	20	37.774929	-122.41941499999999
414	190	1	37.859094	-122.485251
414	597	1	40.760779	-111.891047
414	1197	10	39.802764	-105.087484
414	983	5	39.755542999999996	-105.2211
414	140	1	39.977763	-105.13193000000001
414	1157	3	39.83943	-104.91858899999998
414	1432	2	39.76	-98.5
414	312	2	39.562489	-104.80192
414	1385	1	39.742488	-105.513608
414	1047	2	39.550538	-107.324776
414	1366	4	40.014986	-105.270546
414	155	2	39.985262	-104.820528
414	196	1	40.58526	-105.084423
414	667	1	40.377206	-105.52166499999998
414	806	14	47.606209	-122.332071
414	1111	2	47.530101	-122.032619
414	1350	1	39.263876	-103.692174
419	686	1	30.19465	-97.669962
419	1088	3	30.261989	-97.739457
419	532	4	30.202231	-97.667128
419	44	1	33.43578	-112.008853
419	886	2	21.306944	-157.85833300000002
419	1496	5	21.332898	-157.921418
419	645	1	33.944066	-118.408294
419	1494	1	30.267434	-97.74136800000001
419	104	1	30.267171	-97.74631
419	661	2	30.268401	-97.736078
419	141	1	30.270048	-97.736111
419	1025	2	30.265807000000002	-97.735694
421	1356	1	40.018662	-105.27622
421	695	1	40.017520000000005	-105.283308
421	585	3	39.861667	-104.673056
421	1275	2	40.766667	-73.866667
421	1071	1	40.016232	-105.284228
421	421	1	40.013828000000004	-105.280026
421	1459	1	39.742237	-104.98902199999999
421	893	1	40.017297	-105.282772
421	797	1	40.016501	-105.26219099999999
421	738	1	40.017638	-105.281679
421	788	1	39.714804	-104.946141
421	970	2	40.019135999999996	-105.27748700000001
421	1268	2	39.984108	-105.24928100000001
421	1104	5	39.75015	-105.00028
421	125	1	40.019134	-105.27542700000001
421	1239	9	40.021846999999994	-105.258899
421	85	2	40.016352000000005	-105.258794
421	197	1	39.743989	-104.990583
421	783	4	40.007881	-105.26953799999998
421	831	1	39.753904999999996	-104.98841200000001
421	1416	1	39.745948	-104.997272
421	1087	1	39.744218	-104.990802
421	654	4	40.007746999999995	-105.269752
421	1050	1	40.018910999999996	-105.27516999999999
421	855	1	40.01695	-105.280801
421	910	1	39.753628000000006	-104.998425
421	1346	1	40.008671	-105.277178
421	147	1	40.015935	-105.27928
421	889	1	39.747265000000006	-104.99476399999999
421	754	1	40.020492	-105.26729499999999
421	946	1	39.758711	-104.989189
421	177	1	40.017525	-105.25613999999999
421	594	1	39.75557	-104.98901000000001
421	787	1	39.930143	-105.135469
421	1453	1	39.755381	-104.996633
421	96	1	39.750249	-104.99778500000001
421	1454	1	39.750298	-105.00008600000001
421	759	4	39.739154	-104.984703
421	1366	3	40.014986	-105.270546
422	992	5	39.849512	-104.673856
422	1095	1	40.018776	-105.277477
422	874	1	47.443483	-122.29625800000001
422	1046	4	39.719415999999995	-104.956124
422	1206	1	39.657303999999996	-104.98771299999999
422	608	1	39.712495000000004	-104.99902800000001
422	224	1	39.760044	-104.983942
422	983	75	39.755542999999996	-105.2211
422	1426	1	40.639751000000004	-73.778925
422	759	79	39.739154	-104.984703
422	673	1	39.713571	-104.98795700000001
422	1059	1	39.717915999999995	-104.987283
422	970	5	40.019135999999996	-105.27748700000001
422	325	1	39.734968	-105.15838400000001
422	914	3	40.018728	-105.279265
422	1243	1	39.747948	-104.9985
422	1001	6	39.740184	-104.948384
422	1236	1	40.017416	-105.28073300000001
422	1463	1	40.020122	-105.250681
422	362	1	39.891653999999996	-105.763062
422	1429	1	39.743247	-104.962952
422	598	1	39.762366	-105.03527
422	390	2	39.738127	-105.005606
422	1428	3	39.716361	-104.98756499999999
422	1446	1	40.019134	-105.27542700000001
422	1375	1	39.740373	-104.94906999999999
422	654	2	40.007746999999995	-105.269752
422	647	4	39.836653000000005	-105.037205
422	1403	2	39.704709	-105.081373
422	1432	3	39.76	-98.5
422	27	4	39.630264000000004	-106.043352
422	969	2	39.637485999999996	-106.06196399999999
422	1366	1	40.014986	-105.270546
422	1475	3	45.523452	-122.676207
423	358	1	39.717915999999995	-104.987283
423	620	87	39.766098	-105.077206
423	339	1	39.756038000000004	-105.009394
423	830	1	39.861655999999996	-104.673177
423	14	1	32.896828	-97.037995
423	985	1	40.64248	-73.788071
423	645	1	33.944066	-118.408294
423	368	1	40.017754	-105.282728
423	395	3	39.553877	-104.969426
423	482	1	39.785236	-104.891552
423	315	1	39.750048	-104.999835
423	1446	1	40.019134	-105.27542700000001
423	320	3	39.758015	-105.011242
423	1164	1	39.751548	-104.99961299999998
423	346	5	39.744623	-104.998476
423	236	7	39.748625	-105.00761399999999
423	964	2	39.878664	-104.682105
423	186	1	33.434277	-112.011583
423	505	1	37.615223	-122.389979
423	1193	3	37.783743	-122.40212700000001
423	1148	5	37.786894000000004	-122.403101
423	1467	8	37.774929	-122.41941499999999
423	140	5	39.977763	-105.13193000000001
424	959	1	39.785198	-104.891902
424	759	9	39.739154	-104.984703
424	647	1	39.836653000000005	-105.037205
424	1061	1	39.920541	-105.08665
424	1333	1	33.422269	-111.82263999999999
424	603	1	33.401714	-111.749582
424	789	1	33.352826	-111.789027
424	1403	1	39.704709	-105.081373
424	274	2	39.647765	-104.98776000000001
424	1467	1	37.774929	-122.41941499999999
424	1400	2	38.297137	-122.285529
424	1141	1	38.610465999999995	-122.869161
424	500	1	34.052234000000006	-118.24368500000001
424	1366	7	40.014986	-105.270546
424	818	1	39.704987	-104.93359
428	1366	238	40.014986	-105.270546
428	1147	2	39.952763	-105.168598
428	759	27	39.739154	-104.984703
